scheme_code,scheme_name,isin_growth,isin_reinvestment,fund_house,category,sub_category,risk_grade
146515,NIPPON INDIA NIFTY NEXT 50 JUNIOR BEES FOF - DIRECT Plan - IDCW Option,INF204KB1X41,INF204KB1X33,Nippon India Mutual Fund,Other Scheme,FoF Domestic,Moderate
146514,Nippon India Nifty Next 50 Junior BeES FoF - Growth Plan - Growth Option,INF204KB1W91,-,Nippon India Mutual Fund,Other Scheme,FoF Domestic,Moderate
146512,NIPPON INDIA NIFTY NEXT 50 JUNIOR BEES FOF - IDCW Option,INF204KB1X17,INF204KB1X09,Nippon India Mutual Fund,Other Scheme,FoF Domestic,Moderate
149760,Nippon India Silver ETF FOF- Direct Plan-Growth Option,INF204KC1378,-,Nippon India Mutual Fund,Other Scheme,FoF Domestic,Moderate
149762,Nippon India Silver ETF FOF- Direct Plan-IDCW Option,INF204KC1386,INF204KC1394,Nippon India Mutual Fund,Other Scheme,FoF Domestic,Moderate
149761,Nippon India Silver ETF FOF- Regular Plan-IDCW Option,INF204KC1352,INF204KC1360,Nippon India Mutual Fund,Other Scheme,FoF Domestic,Moderate
149759,Nippon India Silver ETF FOF-Regular Plan- Growth Option,INF204KC1345,-,Nippon India Mutual Fund,Other Scheme,FoF Domestic,Moderate
112039,Quantum Diversified Equity All Cap Active FOF - Direct Plan Growth Option,INF082J01093,-,Quantum Mutual Fund,Other Scheme,FoF Domestic,Moderate
112038,Quantum Diversified Equity All Cap Active FOF - Direct Plan IDCW,INF082J01101,INF082J01119,Quantum Mutual Fund,Other Scheme,FoF Domestic,Moderate
141063,Quantum Diversified Equity All Cap Active FOF - Regular Plan Growth Option,INF082J01275,-,Quantum Mutual Fund,Other Scheme,FoF Domestic,Moderate
141062,Quantum Diversified Equity All Cap Active FOF - Regular Plan IDCW,INF082J01283,INF082J01291,Quantum Mutual Fund,Other Scheme,FoF Domestic,Moderate
115132,Quantum Gold Savings Fund - Direct Plan Growth Option,INF082J01150,-,Quantum Mutual Fund,Other Scheme,FoF Domestic,Moderate
141064,Quantum Gold Savings Fund - Regular Plan Growth Option,INF082J01358,-,Quantum Mutual Fund,Other Scheme,FoF Domestic,Moderate
117608,Quantum Multi Asset Active FOF - Direct Plan Growth Option,INF082J01168,-,Quantum Mutual Fund,Other Scheme,FoF Domestic,Moderate
141072,Quantum Multi Asset Active FOF - Regular Plan Growth Option,INF082J01341,-,Quantum Mutual Fund,Other Scheme,FoF Domestic,Moderate
150390,Quantum Nifty 50 ETF Fund of Fund - Direct Plan - Growth,INF082J01416,-,Quantum Mutual Fund,Other Scheme,FoF Domestic,Moderate
150389,Quantum Nifty 50 ETF Fund of Fund - Regular Plan - Growth,INF082J01424,-,Quantum Mutual Fund,Other Scheme,FoF Domestic,Moderate
153832,SBI Dynamic Asset Allocation Active FoF - Direct Plan - Growth,INF200KB1AA9,-,SBI Mutual Fund,Other Scheme,FoF Domestic,Moderate
153831,SBI Dynamic Asset Allocation Active FoF - Regular Plan - Growth,INF200KB1977,-,SBI Mutual Fund,Other Scheme,FoF Domestic,Moderate
153834,SBI Dynamic Asset Allocation Active FoF - Regular Plan - Income Distribution Cum Capital Withdrawal Option,INF200KB1985,INF200KB1993,SBI Mutual Fund,Other Scheme,FoF Domestic,Moderate
153833,SBI Dynamic Asset Allocation Active FoF- Direct Plan- Income Cum Distribution Capital Withdrawal Option,INF200KB1AB7,INF200KB1AC5,SBI Mutual Fund,Other Scheme,FoF Domestic,Moderate
119789,SBI Gold Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01RN3,INF200K01RO1,SBI Mutual Fund,Other Scheme,FoF Domestic,Moderate
115677,SBI Gold Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01HB9,INF200K01HC7,SBI Mutual Fund,Other Scheme,FoF Domestic,Moderate
115676,SBI GOLD FUND REGULAR PLAN - GROWTH,INF200K01HA1,-,SBI Mutual Fund,Other Scheme,FoF Domestic,Moderate
119788,SBI GOLD FUND- DIRECT PLAN - GROWTH,INF200K01RP8,-,SBI Mutual Fund,Other Scheme,FoF Domestic,Moderate
153498,SBI Income Plus Arbitrage Active FOF- Direct Plan- Growth,INF200KB1753,-,SBI Mutual Fund,Other Scheme,FoF Domestic,Moderate
153501,SBI Income Plus Arbitrage Active FOF- Direct Plan- Income Distribution Cum Capital Withdrawal Option,INF200KB1761,INF200KB1779,SBI Mutual Fund,Other Scheme,FoF Domestic,Moderate
153500,SBI Income Plus Arbitrage Active FOF- Regular Plan- Growth,INF200KB1720,-,SBI Mutual Fund,Other Scheme,FoF Domestic,Moderate
153499,SBI Income Plus Arbitrage Active FOF- Regular Plan- Income Distribution Cum Capital Withdrawal Option,INF200KB1738,INF200KB1746,SBI Mutual Fund,Other Scheme,FoF Domestic,Moderate
152734,SBI Silver ETF FOF- Regular Plan - Income Distribution Cum Capital Withdrawal Option (IDCW),INF200KB1225,INF200KB1274,SBI Mutual Fund,Other Scheme,FoF Domestic,Moderate
152735,SBI Silver ETF Fund of Fund- Direct Plan - Growth,INF200KB1233,-,SBI Mutual Fund,Other Scheme,FoF Domestic,Moderate
152736,SBI Silver ETF Fund of Fund- Direct Plan - Income Distribution Cum Capital Withdrawal Option (IDCW),INF200KB1241,INF200KB1258,SBI Mutual Fund,Other Scheme,FoF Domestic,Moderate
152733,SBI Silver ETF Fund of Fund- Regular Plan - Growth,INF200KB1266,-,SBI Mutual Fund,Other Scheme,FoF Domestic,Moderate
154123,Sundaram Income Plus Arbitrage Active FoF Fund-Direct-Growth,INF903JA1LZ7,-,Sundaram Mutual Fund,Other Scheme,FoF Domestic,Moderate
154124,Sundaram Income Plus Arbitrage Active FoF Fund-Direct-IDCW Payout,INF903JA1MA8,-,Sundaram Mutual Fund,Other Scheme,FoF Domestic,Moderate
154127,Sundaram Income Plus Arbitrage Active FoF Fund-Regular-Growth,INF903JA1MC4,-,Sundaram Mutual Fund,Other Scheme,FoF Domestic,Moderate
154125,Sundaram Income Plus Arbitrage Active FoF Fund-Regular-IDCW Payout,INF903JA1MD2,-,Sundaram Mutual Fund,Other Scheme,FoF Domestic,Moderate
152287,Tata Gold ETF Fund of Fund Direct Plan Growth Option,INF277KA1869,-,Tata Mutual Fund,Other Scheme,FoF Domestic,Moderate
152288,Tata Gold ETF Fund of Fund Direct Plan IDCW Payout Option,INF277KA1885,-,Tata Mutual Fund,Other Scheme,FoF Domestic,Moderate
152289,Tata Gold ETF Fund of Fund Direct Plan IDCW Reinvestment Option,-,INF277KA1877,Tata Mutual Fund,Other Scheme,FoF Domestic,Moderate
152290,Tata Gold ETF Fund of Fund Regular Plan Growth Option,INF277KA1901,-,Tata Mutual Fund,Other Scheme,FoF Domestic,Moderate
152286,Tata Gold ETF Fund of Fund Regular Plan IDCW Payout Option,INF277KA1851,-,Tata Mutual Fund,Other Scheme,FoF Domestic,Moderate
152291,Tata Gold ETF Fund of Fund Regular Plan IDCW Reinvestment Option,-,INF277KA1919,Tata Mutual Fund,Other Scheme,FoF Domestic,Moderate
153513,Tata Income Plus Arbitrage Active FOF - Direct Plan Growth Option,INF277KA1DT2,-,Tata Mutual Fund,Other Scheme,FoF Domestic,Moderate
153512,Tata Income Plus Arbitrage Active FOF - Direct Plan IDCW Payout Option,INF277KA1DV8,-,Tata Mutual Fund,Other Scheme,FoF Domestic,Moderate
153509,Tata Income Plus Arbitrage Active FOF - Direct Plan IDCW Reinvestment Option,-,INF277KA1DU0,Tata Mutual Fund,Other Scheme,FoF Domestic,Moderate
153511,Tata Income Plus Arbitrage Active FOF - Regular Plan Growth Option,INF277KA1DQ8,-,Tata Mutual Fund,Other Scheme,FoF Domestic,Moderate
153510,Tata Income Plus Arbitrage Active FOF - Regular Plan IDCW Payout Option,INF277KA1DS4,-,Tata Mutual Fund,Other Scheme,FoF Domestic,Moderate
153514,Tata Income Plus Arbitrage Active FOF - Regular Plan IDCW Reinvestment Option,-,INF277KA1DR6,Tata Mutual Fund,Other Scheme,FoF Domestic,Moderate
150345,Tata Nifty India Digital ETF Fund of Fund -Regular Plan-Growth,INF277KA1463,-,Tata Mutual Fund,Other Scheme,FoF Domestic,Moderate
150341,Tata Nifty India Digital ETF Fund of Fund-Direct Plan- IDCW Reinvestment,-,INF277KA1455,Tata Mutual Fund,Other Scheme,FoF Domestic,Moderate
150344,Tata Nifty India Digital ETF Fund of Fund-Direct Plan-Growth,INF277KA1430,-,Tata Mutual Fund,Other Scheme,FoF Domestic,Moderate
150340,Tata Nifty India Digital ETF Fund of Fund-Direct Plan-IDCW Payout,INF277KA1448,-,Tata Mutual Fund,Other Scheme,FoF Domestic,Moderate
150342,Tata Nifty India Digital ETF Fund of Fund-Regular Plan-IDCW Payout,INF277KA1471,-,Tata Mutual Fund,Other Scheme,FoF Domestic,Moderate
150343,Tata Nifty India Digital ETF Fund of Fund-Regular Plan-IDCW Reinvestment,-,INF277KA1489,Tata Mutual Fund,Other Scheme,FoF Domestic,Moderate
152293,Tata Silver ETF Fund of Fund Direct Plan Growth Option,INF277KA1943,-,Tata Mutual Fund,Other Scheme,FoF Domestic,Moderate
152294,Tata Silver ETF Fund of Fund Direct Plan IDCW Payout Option,INF277KA1968,-,Tata Mutual Fund,Other Scheme,FoF Domestic,Moderate
152295,Tata Silver ETF Fund of Fund Direct Plan IDCW Reinvestment Option,-,INF277KA1950,Tata Mutual Fund,Other Scheme,FoF Domestic,Moderate
152297,Tata Silver ETF Fund of Fund Regular Plan Growth Option,INF277KA1893,-,Tata Mutual Fund,Other Scheme,FoF Domestic,Moderate
152296,Tata Silver ETF Fund of Fund Regular Plan IDCW Payout Option,INF277KA1935,-,Tata Mutual Fund,Other Scheme,FoF Domestic,Moderate
152292,Tata Silver ETF Fund of Fund Regular Plan IDCW Reinvestment Option,-,INF277KA1927,Tata Mutual Fund,Other Scheme,FoF Domestic,Moderate
154131,THE WEALTH COMPANY GOLD ETF FOF DIRECT GROWTH,INF2F0001412,-,The Wealth Company Mutual Fund,Other Scheme,FoF Domestic,Moderate
154132,THE WEALTH COMPANY GOLD ETF FOF DIRECT IDCW,INF2F0001420,INF2F0001438,The Wealth Company Mutual Fund,Other Scheme,FoF Domestic,Moderate
154133,THE WEALTH COMPANY GOLD ETF FOF REGULAR GROWTH,INF2F0001388,-,The Wealth Company Mutual Fund,Other Scheme,FoF Domestic,Moderate
154134,THE WEALTH COMPANY GOLD ETF FOF REGULAR IDCW,INF2F0001396,INF2F0001404,The Wealth Company Mutual Fund,Other Scheme,FoF Domestic,Moderate
153824,Union Diversified Equity All Cap Active FOF - Direct Plan - Growth Option,INF582M01LZ7,-,Union Mutual Fund,Other Scheme,FoF Domestic,Moderate
153825,Union Diversified Equity All Cap Active FOF - Direct Plan - IDCW Option,INF582M01MA8,INF582M01MB6,Union Mutual Fund,Other Scheme,FoF Domestic,Moderate
153822,Union Diversified Equity All Cap Active FOF - Regular Plan - Growth Option,INF582M01LV6,-,Union Mutual Fund,Other Scheme,FoF Domestic,Moderate
153823,Union Diversified Equity All Cap Active FOF - Regular Plan - IDCW Option,INF582M01LW4,INF582M01LX2,Union Mutual Fund,Other Scheme,FoF Domestic,Moderate
153340,Union Gold ETF Fund of Fund - Direct Plan - Growth Option,INF582M01LA0,-,Union Mutual Fund,Other Scheme,FoF Domestic,Moderate
153339,Union Gold ETF Fund of Fund - Direct Plan - IDCW Option,INF582M01KW6,INF582M01KX4,Union Mutual Fund,Other Scheme,FoF Domestic,Moderate
153338,Union Gold ETF Fund of Fund - Regular Plan - Growth Option,INF582M01KT2,-,Union Mutual Fund,Other Scheme,FoF Domestic,Moderate
153341,Union Gold ETF Fund of Fund - Regular Plan - IDCW Option,INF582M01KU0,INF582M01KV8,Union Mutual Fund,Other Scheme,FoF Domestic,Moderate
153575,Union Income Plus Arbitrage Active FOF - Direct Plan - Growth Option,INF582M01LF9,-,Union Mutual Fund,Other Scheme,FoF Domestic,Moderate
153576,Union Income Plus Arbitrage Active FOF - Direct Plan - IDCW Option,INF582M01LG7,INF582M01LH5,Union Mutual Fund,Other Scheme,FoF Domestic,Moderate
153573,Union Income Plus Arbitrage Active FOF - Regular Plan - Growth Option,INF582M01LB8,-,Union Mutual Fund,Other Scheme,FoF Domestic,Moderate
153574,Union Income Plus Arbitrage Active FOF - Regular Plan - IDCW Option,INF582M01LC6,INF582M01LD4,Union Mutual Fund,Other Scheme,FoF Domestic,Moderate
150714,UTI Gold ETF Fund of Fund - Direct Plan - Growth Option,INF789F1AWB9,-,UTI Mutual Fund,Other Scheme,FoF Domestic,Moderate
150715,UTI Gold ETF Fund of Fund - Regular Plan - Growth Opton,INF789F1AWA1,-,UTI Mutual Fund,Other Scheme,FoF Domestic,Moderate
153442,UTI Income Plus Arbitrage Active Fund of Fund - Direct Plan - Growth Option,INF789F1AB55,-,UTI Mutual Fund,Other Scheme,FoF Domestic,Moderate
153441,UTI Income Plus Arbitrage Active Fund of Fund - Regular Plan - Growth Option,INF789F1AB63,-,UTI Mutual Fund,Other Scheme,FoF Domestic,Moderate
151731,UTI Silver ETF Fund of Fund - Direct Plan - Growth Option,INF789F1AYL4,-,UTI Mutual Fund,Other Scheme,FoF Domestic,Moderate
151732,UTI Silver ETF Fund of Fund - Regular Plan - Growth Option,INF789F1AYM2,-,UTI Mutual Fund,Other Scheme,FoF Domestic,Moderate
153011,Zerodha Gold ETF FoF-Direct Plan - Growth Option,INF0R8F01083,-,Zerodha Mutual Fund,Other Scheme,FoF Domestic,Moderate
153757,Zerodha Multi Asset Passive FoF - Direct - Growth,INF0R8F01117,-,Zerodha Mutual Fund,Other Scheme,FoF Domestic,Moderate
153656,Zerodha Silver ETF FoF - Direct Growth,INF0R8F01109,-,Zerodha Mutual Fund,Other Scheme,FoF Domestic,Moderate
132141,Aditya Birla Sun Life Global Emerging Opportunities Fund - Direct - IDCW,INF084M01EC8,INF084M01ED6,Aditya Birla Sun Life Mutual Fund,Other Scheme,FoF Overseas,Moderate
132140,Aditya Birla Sun Life Global Emerging Opportunities Fund - Direct plan - Growth Option,INF084M01EB0,-,Aditya Birla Sun Life Mutual Fund,Other Scheme,FoF Overseas,Moderate
132139,Aditya Birla Sun Life Global Emerging Opportunities Fund - Regular - IDCW,INF084M01AU8,INF084M01AV6,Aditya Birla Sun Life Mutual Fund,Other Scheme,FoF Overseas,Moderate
132138,Aditya Birla SUn Life Global Emerging Opportunities Fund - Regular Plan - Growth Option,INF084M01AT0,-,Aditya Birla Sun Life Mutual Fund,Other Scheme,FoF Overseas,Moderate
132009,Aditya Birla Sun Life Global Excellence Equity Fund Of Fund - Retail Plan - Direct Plan - Growth Option,INF084M01EH7,-,Aditya Birla Sun Life Mutual Fund,Other Scheme,FoF Overseas,Moderate
132005,Aditya Birla Sun Life Global Excellence Equity Fund Of Fund- Retail Plan - Regular Plan - Growth Option,INF084M01AZ7,-,Aditya Birla Sun Life Mutual Fund,Other Scheme,FoF Overseas,Moderate
132010,Aditya Birla Sun Life Global Excellence Equity Fund Of Fund-DIRECT - RETAIL - IDCW,INF084M01EI5,INF084M01EJ3,Aditya Birla Sun Life Mutual Fund,Other Scheme,FoF Overseas,Moderate
132003,Aditya Birla Sun Life Global Excellence Equity Fund Of Fund-REGULAR - RETAIL - IDCW,INF084M01BA8,INF084M01BB6,Aditya Birla Sun Life Mutual Fund,Other Scheme,FoF Overseas,Moderate
149289,Aditya Birla Sun Life US Equity Passive FOF-Direct IDCW,INF209KB19C3,INF209KB10D0,Aditya Birla Sun Life Mutual Fund,Other Scheme,FoF Overseas,Moderate
149291,Aditya Birla Sun Life US Equity Passive FOF-Direct-Growth,INF209KB18C5,-,Aditya Birla Sun Life Mutual Fund,Other Scheme,FoF Overseas,Moderate
149290,Aditya Birla Sun Life US Equity Passive FOF-Regular Growth,INF209KB15C1,-,Aditya Birla Sun Life Mutual Fund,Other Scheme,FoF Overseas,Moderate
149292,Aditya Birla Sun Life US Equity Passive FOF-Regular IDCW,INF209KB16C9,INF209KB17C7,Aditya Birla Sun Life Mutual Fund,Other Scheme,FoF Overseas,Moderate
152140,Aditya Birla Sun Life US Treasury 1-3 Year Bond ETFs Fund Of Funds-Direct Growth,INF209KB16W7,-,Aditya Birla Sun Life Mutual Fund,Other Scheme,FoF Overseas,Moderate
152139,Aditya Birla Sun Life US Treasury 1-3 Year Bond ETFs Fund Of Funds-Direct IDCW Payout,INF209KB17W5,INF209KB18W3,Aditya Birla Sun Life Mutual Fund,Other Scheme,FoF Overseas,Moderate
152142,Aditya Birla Sun Life US Treasury 1-3 Year Bond ETFs Fund Of Funds-Regular Growth,INF209KB13W4,-,Aditya Birla Sun Life Mutual Fund,Other Scheme,FoF Overseas,Moderate
152144,Aditya Birla Sun Life US Treasury 1-3 Year Bond ETFs Fund Of Funds-Regular IDCW,INF209KB14W2,INF209KB15W9,Aditya Birla Sun Life Mutual Fund,Other Scheme,FoF Overseas,Moderate
152150,Aditya Birla Sun Life US Treasury 3-10 Year Bond ETFs Fund Of Funds-Direct Growth,INF209KB12X4,-,Aditya Birla Sun Life Mutual Fund,Other Scheme,FoF Overseas,Moderate
152145,Aditya Birla Sun Life US Treasury 3-10 Year Bond ETFs Fund Of Funds-Direct IDCW,INF209KB13X2,INF209KB14X0,Aditya Birla Sun Life Mutual Fund,Other Scheme,FoF Overseas,Moderate
152147,Aditya Birla Sun Life US Treasury 3-10 Year Bond ETFs Fund Of Funds-Regular Growth,INF209KB19W1,-,Aditya Birla Sun Life Mutual Fund,Other Scheme,FoF Overseas,Moderate
152149,Aditya Birla Sun Life US Treasury 3-10 Year Bond ETFs Fund Of Funds-Regular IDCW,INF209KB10X8,INF209KB11X6,Aditya Birla Sun Life Mutual Fund,Other Scheme,FoF Overseas,Moderate
148485,Axis Global Equity Alpha Fund of Fund - Direct Plan - Growth Option,INF846K01X06,-,Axis Mutual Fund,Other Scheme,FoF Overseas,Moderate
148487,Axis Global Equity Alpha Fund of Fund - Direct Plan - IDCW,INF846K01X14,INF846K01X22,Axis Mutual Fund,Other Scheme,FoF Overseas,Moderate
148486,Axis Global Equity Alpha Fund of Fund - Regular Plan - Growth Option,INF846K01X30,-,Axis Mutual Fund,Other Scheme,FoF Overseas,Moderate
148488,Axis Global Equity Alpha Fund of Fund - Regular Plan - IDCW,INF846K01X48,INF846K01X55,Axis Mutual Fund,Other Scheme,FoF Overseas,Moderate
148954,Axis Global Innovation Fund of Fund - Direct Plan - Growth,INF846K01Z20,-,Axis Mutual Fund,Other Scheme,FoF Overseas,Moderate
148955,Axis Global Innovation Fund of Fund - Direct Plan - IDCW,INF846K01Z38,INF846K01Z46,Axis Mutual Fund,Other Scheme,FoF Overseas,Moderate
148953,Axis Global Innovation Fund of Fund - Regular Plan - Growth,INF846K01Z53,-,Axis Mutual Fund,Other Scheme,FoF Overseas,Moderate
148956,Axis Global Innovation Fund of Fund - Regular Plan - IDCW,INF846K01Z61,INF846K01Z79,Axis Mutual Fund,Other Scheme,FoF Overseas,Moderate
148699,Axis Greater China Equity Fund of Fund - Direct Plan - Growth Option,INF846K01Y39,-,Axis Mutual Fund,Other Scheme,FoF Overseas,Moderate
148700,Axis Greater China Equity Fund of Fund - Direct Plan - IDCW,INF846K01Y47,INF846K01Y54,Axis Mutual Fund,Other Scheme,FoF Overseas,Moderate
148701,Axis Greater China Equity Fund of Fund - Regular Plan - Growth Option,INF846K01Y62,-,Axis Mutual Fund,Other Scheme,FoF Overseas,Moderate
148702,Axis Greater China Equity Fund of Fund - Regular Plan - IDCW,INF846K01Y70,INF846K01Y88,Axis Mutual Fund,Other Scheme,FoF Overseas,Moderate
150751,Axis NASDAQ 100 US Specific Equity Passive FOF - Direct Plan - Growth,INF846K012K9,-,Axis Mutual Fund,Other Scheme,FoF Overseas,Moderate
150749,Axis NASDAQ 100 US Specific Equity Passive FOF - Direct Plan - IDCW,INF846K013K7,INF846K014K5,Axis Mutual Fund,Other Scheme,FoF Overseas,Moderate
150750,Axis NASDAQ 100 US Specific Equity Passive FOF - Regular Plan - Growth,INF846K015K2,-,Axis Mutual Fund,Other Scheme,FoF Overseas,Moderate
150748,Axis NASDAQ 100 US Specific Equity Passive FOF - Regular Plan - IDCW,INF846K016K0,INF846K017K8,Axis Mutual Fund,Other Scheme,FoF Overseas,Moderate
152240,Axis US Specific Treasury Dynamic Debt Passive FOF - Direct Plan - Growth Option,INF846K017T9,-,Axis Mutual Fund,Other Scheme,FoF Overseas,Moderate
152241,Axis US Specific Treasury Dynamic Debt Passive FOF - Direct Plan - IDCW Option,INF846K018T7,INF846K019T5,Axis Mutual Fund,Other Scheme,FoF Overseas,Moderate
152239,Axis US Specific Treasury Dynamic Debt Passive FOF - Regular Plan - Growth Option,INF846K013T8,-,Axis Mutual Fund,Other Scheme,FoF Overseas,Moderate
152238,Axis US Specific Treasury Dynamic Debt Passive FOF - Regular Plan - IDCW Option,INF846K014T6,INF846K016T1,Axis Mutual Fund,Other Scheme,FoF Overseas,Moderate
149098,Bandhan US specific Equity Active FOF - GROWTH - DIRECT PLAN,INF194KB1CF2,-,Bandhan Mutual Fund,Other Scheme,FoF Overseas,Moderate
149100,Bandhan US specific Equity Active FOF - GROWTH - REGULAR PLAN,INF194KB1CC9,-,Bandhan Mutual Fund,Other Scheme,FoF Overseas,Moderate
149099,Bandhan US specific Equity Active FOF - IDCW - DIRECT PLAN,INF194KB1CG0,-,Bandhan Mutual Fund,Other Scheme,FoF Overseas,Moderate
149097,Bandhan US specific Equity Active FOF - IDCW - REGULAR PLAN,INF194KB1CD7,-,Bandhan Mutual Fund,Other Scheme,FoF Overseas,Moderate
151548,Bandhan US Treasury Bond 0-1 year specific Debt Passive FOF - DIRECT PLAN - GROWTH,INF194KB1FV2,-,Bandhan Mutual Fund,Other Scheme,FoF Overseas,Moderate
151549,Bandhan US Treasury Bond 0-1 year specific Debt Passive FOF - DIRECT PLAN - IDCW,INF194KB1FW0,INF194KB1GA4,Bandhan Mutual Fund,Other Scheme,FoF Overseas,Moderate
151546,Bandhan US Treasury Bond 0-1 year specific Debt Passive FOF - REGULAR PLAN - GROWTH,INF194KB1FT6,-,Bandhan Mutual Fund,Other Scheme,FoF Overseas,Moderate
151547,Bandhan US Treasury Bond 0-1 year specific Debt Passive FOF- REGULAR PLAN- IDCW,INF194KB1FU4,INF194KB1FZ3,Bandhan Mutual Fund,Other Scheme,FoF Overseas,Moderate
150285,Baroda BNP Paribas Aqua Fund of Fund - Direct Plan - Growth Option,INF251K01QT5,-,Baroda BNP Paribas Mutual Fund,Other Scheme,FoF Overseas,Moderate
150287,Baroda BNP Paribas Aqua Fund of Fund - Direct Plan - IDCW Option,INF251K01QU3,INF251K01QV1,Baroda BNP Paribas Mutual Fund,Other Scheme,FoF Overseas,Moderate
150286,Baroda BNP Paribas Aqua Fund of Fund - Regular Plan - IDCW Option,INF251K01QR9,INF251K01QS7,Baroda BNP Paribas Mutual Fund,Other Scheme,FoF Overseas,Moderate
150284,Baroda BNP Paribas Aqua Fund of Fund - Regular Plan Growth,INF251K01QQ1,-,Baroda BNP Paribas Mutual Fund,Other Scheme,FoF Overseas,Moderate
119276,DSP Global Clean Energy Overseas Equity Omni FoF - Direct Plan - IDCW,INF740K01PD3,INF740K01PE1,DSP Mutual Fund,Other Scheme,FoF Overseas,Moderate
112126,DSP Global Clean Energy Overseas Equity Omni FoF - Regular Plan - Growth,INF740K01284,-,DSP Mutual Fund,Other Scheme,FoF Overseas,Moderate
112127,DSP Global Clean Energy Overseas Equity Omni FoF - Regular Plan - IDCW,INF740K01292,INF740K01300,DSP Mutual Fund,Other Scheme,FoF Overseas,Moderate
119275,DSP Global Clean Energy Overseas Equity Omni FoF Direct Plan - Growth,INF740K01PC5,-,DSP Mutual Fund,Other Scheme,FoF Overseas,Moderate
149816,DSP Global Innovation Overseas Equity Omni FoF - Direct - Growth,INF740KA1QP1,-,DSP Mutual Fund,Other Scheme,FoF Overseas,Moderate
149815,DSP Global Innovation Overseas Equity Omni FoF - Direct - IDCW,INF740KA1QQ9,INF740KA1QR7,DSP Mutual Fund,Other Scheme,FoF Overseas,Moderate
149817,DSP Global Innovation Overseas Equity Omni FoF - Regular - Growth,INF740KA1QM8,-,DSP Mutual Fund,Other Scheme,FoF Overseas,Moderate
149814,DSP Global Innovation Overseas Equity Omni FoF - Regular - IDCW,INF740KA1QN6,INF740KA1QO4,DSP Mutual Fund,Other Scheme,FoF Overseas,Moderate
152528,DSP US Specific Debt Passive FoF - Direct - Growth,INF740KA1UJ6,-,DSP Mutual Fund,Other Scheme,FoF Overseas,Moderate
152529,DSP US Specific Debt Passive FoF - Direct - IDCW,INF740KA1UK4,INF740KA1UL2,DSP Mutual Fund,Other Scheme,FoF Overseas,Moderate
152527,DSP US Specific Debt Passive FoF - Regular - Growth,INF740KA1UG2,-,DSP Mutual Fund,Other Scheme,FoF Overseas,Moderate
152530,DSP US Specific Debt Passive FoF - Regular - IDCW,INF740KA1UH0,INF740KA1UI8,DSP Mutual Fund,Other Scheme,FoF Overseas,Moderate
119252,DSP US Specific Equity Omni FoF - Direct Plan - Growth,INF740K01OH7,-,DSP Mutual Fund,Other Scheme,FoF Overseas,Moderate
119253,DSP US Specific Equity Omni FoF - Direct Plan - IDCW,INF740K01OI5,INF740K01OJ3,DSP Mutual Fund,Other Scheme,FoF Overseas,Moderate
117691,DSP US Specific Equity Omni FoF - Regular Plan - Growth Option,INF740K01LP6,-,DSP Mutual Fund,Other Scheme,FoF Overseas,Moderate
117692,DSP US Specific Equity Omni FoF - Regular Plan - IDCW,INF740K01LQ4,INF740K01LR2,DSP Mutual Fund,Other Scheme,FoF Overseas,Moderate
119277,DSP World Gold Mining Overseas Equity Omni FoF - Direct Plan - Growth,INF740K01OZ9,-,DSP Mutual Fund,Other Scheme,FoF Overseas,Moderate
119278,DSP World Gold Mining Overseas Equity Omni FoF - Direct Plan - IDCW,INF740K01PA9,INF740K01PB7,DSP Mutual Fund,Other Scheme,FoF Overseas,Moderate
106597,DSP World Gold Mining Overseas Equity Omni FoF - Regular Plan - Growth,INF740K01250,-,DSP Mutual Fund,Other Scheme,FoF Overseas,Moderate
106596,DSP World Gold Mining Overseas Equity Omni FoF - Regular Plan - IDCW,INF740K01268,INF740K01276,DSP Mutual Fund,Other Scheme,FoF Overseas,Moderate
119279,DSP World Mining Overseas Equity Omni FoF - Direct Plan - Growth,INF740K01PF8,-,DSP Mutual Fund,Other Scheme,FoF Overseas,Moderate
119280,DSP World Mining Overseas Equity Omni FoF - Direct Plan - IDCW,INF740K01PG6,INF740K01PH4,DSP Mutual Fund,Other Scheme,FoF Overseas,Moderate
112293,DSP World Mining Overseas Equity Omni FoF - Regular Plan - Growth,INF740K01730,-,DSP Mutual Fund,Other Scheme,FoF Overseas,Moderate
112347,DSP World Mining Overseas Equity Omni FoF - Regular Plan - IDCW,INF740K01748,INF740K01AL8,DSP Mutual Fund,Other Scheme,FoF Overseas,Moderate
140256,Edelweiss ASEAN Equity Off-shore Fund - Direct Plan - Growth Option,INF843K01AW7,-,Edelweiss Mutual Fund,Other Scheme,FoF Overseas,Moderate
140255,Edelweiss ASEAN Equity Off-shore Fund - Regular Plan - Growth Option,INF843K01609,-,Edelweiss Mutual Fund,Other Scheme,FoF Overseas,Moderate
140327,Edelweiss Emerging Markets Opportunities Equity Offshore Fund - Direct Plan - Growth Option,INF843K01IZ3,-,Edelweiss Mutual Fund,Other Scheme,FoF Overseas,Moderate
140328,Edelweiss Emerging Markets Opportunities Equity Offshore Fund - Regular Plan - Growth Option,INF843K01IY6,-,Edelweiss Mutual Fund,Other Scheme,FoF Overseas,Moderate
